Car_id,Date,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Dealer_No,Body Style,Dealer_Region
C_CND_018311,9/14/2023,Male,67752,Chrysler of Tri-Cities,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Pale White,12001,99301-3882,Hatchback,Pasco
C_CND_018312,9/14/2023,Male,123528,Chrysler Plymouth,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,21001,53546-9427,Hatchback,Janesville
C_CND_018313,9/14/2023,Male,136526,Classic Chevy,Audi,A6,DoubleÂ Overhead Camshaft,Auto,Black,27001,85257-3102,SUV,Scottsdale
C_CND_018314,9/14/2023,Male,66866,Chrysler Plymouth,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,33000,53546-9427,Passenger,Janesville
C_CND_018315,9/14/2023,Male,45285,Classic Chevy,Honda,Odyssey,Overhead Camshaft,Manual,Pale White,54500,85257-3102,Passenger,Scottsdale
C_CND_018316,9/14/2023,Male,74046,Clay Johnson Auto Sales,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33600,78758-7841,Hatchback,Austin
C_CND_018317,9/14/2023,Female,76046,Gartner Buick Hyundai Saab,Mercedes-B,SLK,DoubleÂ Overhead Camshaft,Auto,Pale White,36000,38701-8047,Passenger,Greenville
C_CND_018318,9/14/2023,Male,53912,Hatfield Volkswagen,Jeep,Wrangler,DoubleÂ Overhead Camshaft,Auto,Red,19000,99301-3882,Hatchback,Pasco
C_CND_018319,9/14/2023,Male,95518,Iceberg Rentals,Volkswagen,Jetta,Overhead Camshaft,Manual,Pale White,27000,53546-9427,Passenger,Janesville
C_CND_018320,9/14/2023,Male,62710,Buddy Storbeck's Diesel Service Inc,Toyota,RAV4,Overhead Camshaft,Manual,Pale White,22000,06457-3834,Hatchback,Middletown
C_CND_018321,9/14/2023,Male,114112,C & M Motors Inc,Porsche,Boxter,DoubleÂ Overhead Camshaft,Auto,Black,26000,60504-7114,SUV,Aurora
C_CND_018322,9/14/2023,Male,81763,Scrivener Performance Engineering,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,75000,38701-8047,SUV,Greenville
C_CND_018323,9/14/2023,Male,44368,Star Enterprises Inc,Mitsubishi,Diamante,Overhead Camshaft,Manual,Red,12001,99301-3882,Hatchback,Middletown
C_CND_018324,9/14/2023,Male,90664,Suburban Ford,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,25001,53546-9427,SUV,Aurora
C_CND_018325,9/14/2023,Female,46562,Suburban Ford,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,53546-9427,SUV,Janesville
C_CND_018326,9/15/2023,Male,52872,Clay Johnson Auto Sales,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Black,39001,78758-7841,Sedan,Austin
C_CND_018327,9/15/2023,Male,43168,Diehl Motor CO Inc,Honda,Accord,Overhead Camshaft,Manual,Red,14001,06457-3834,Sedan,Middletown
C_CND_018328,9/15/2023,Male,40114,Classic Chevy,Ford,Ranger,Overhead Camshaft,Manual,Black,18000,85257-3102,SUV,Scottsdale
C_CND_018329,9/15/2023,Male,139505,Progressive Shippers Cooperative Association No,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,21000,53546-9427,SUV,Janesville
C_CND_018330,9/15/2023,Male,34374,Hatfield Volkswagen,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,26001,99301-3882,Sedan,Pasco
C_CND_018331,9/15/2023,Female,143659,Iceberg Rentals,Mercury,Sable,Overhead Camshaft,Manual,Red,61001,53546-9427,Sedan,Janesville
C_CND_018332,9/15/2023,Male,55872,McKinney Dodge Chrysler Jeep,Lexus,LX470,Overhead Camshaft,Manual,Pale White,54001,85257-3102,SUV,Scottsdale
C_CND_018333,9/15/2023,Male,109085,Hatfield Volkswagen,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,21000,99301-3882,SUV,Austin
C_CND_018334,9/15/2023,Female,100110,Enterprise Rent A Car,Nissan,Quest,Overhead Camshaft,Manual,Black,12000,60504-7114,SUV,Aurora
C_CND_018335,9/15/2023,Male,40428,Gartner Buick Hyundai Saab,Dodge,Stratus,Overhead Camshaft,Manual,Red,25000,38701-8047,Hatchback,Greenville
C_CND_018336,9/15/2023,Male,127161,Hatfield Volkswagen,Toyota,Camry,Overhead Camshaft,Manual,Black,34000,99301-3882,Hatchback,Pasco
C_CND_018337,9/15/2023,Male,31172,Iceberg Rentals,Mercury,Villager,Overhead Camshaft,Manual,Pale White,14000,53546-9427,Passenger,Janesville
C_CND_018338,9/15/2023,Male,33861,McKinney Dodge Chrysler Jeep,Chevrolet,Metro,Overhead Camshaft,Manual,Pale White,13000,85257-3102,Passenger,Scottsdale
C_CND_018339,9/15/2023,Male,34342,Motor Vehicle Branch Office,Saab,5-Sep,Overhead Camshaft,Manual,Pale White,28001,78758-7841,Hatchback,Austin
C_CND_018340,9/15/2023,Male,71817,McKinney Dodge Chrysler Jeep,Ford,Crown Victoria,Overhead Camshaft,Manual,Pale White,20000,85257-3102,Passenger,Scottsdale
C_CND_018341,9/15/2023,Male,32122,Motor Vehicle Branch Office,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Black,26000,78758-7841,Hatchback,Austin
C_CND_018342,9/15/2023,Male,63397,Tri-State Mack Inc,Mercury,Mountaineer,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,85257-3102,SUV,Greenville
C_CND_018343,9/15/2023,Female,31278,New Castle Ford Lincoln Mercury,Saab,3-Sep,DoubleÂ Overhead Camshaft,Auto,Black,18000,60504-7114,Sedan,Aurora
C_CND_018344,9/15/2023,Female,46697,Pars Auto Sales,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,38701-8047,SUV,Greenville
C_CND_018345,9/15/2023,Female,98841,Pitre Buick-Pontiac-Gmc of Scottsdale,Volvo,S40,DoubleÂ Overhead Camshaft,Auto,Red,29000,99301-3882,Sedan,Pasco
C_CND_018346,9/15/2023,Female,59495,Progressive Shippers Cooperative Association No,Mercedes-B,CL500,Overhead Camshaft,Manual,Black,22000,53546-9427,SUV,Janesville
C_CND_018347,9/15/2023,Male,30234,Chrysler of Tri-Cities,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,99301-3882,Hatchback,Pasco
C_CND_018348,9/15/2023,Male,102183,Chrysler Plymouth,BMW,528i,Overhead Camshaft,Manual,Black,21000,53546-9427,SUV,Janesville
C_CND_018349,9/15/2023,Male,115552,Classic Chevy,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,85257-3102,Hatchback,Scottsdale
C_CND_018350,9/15/2023,Female,124277,Clay Johnson Auto Sales,Toyota,RAV4,Overhead Camshaft,Manual,Black,85000,78758-7841,Hatchback,Austin
C_CND_018351,9/15/2023,Male,141764,Star Enterprises Inc,Buick,Century,DoubleÂ Overhead Camshaft,Auto,Pale White,17000,99301-3882,SUV,Pasco
C_CND_018352,9/15/2023,Male,94295,Enterprise Rent A Car,BMW,323i,Overhead Camshaft,Manual,Red,21000,60504-7114,Hatchback,Aurora
C_CND_018353,9/15/2023,Male,76355,Gartner Buick Hyundai Saab,Mitsubishi,3000GT,Overhead Camshaft,Manual,Red,24000,38701-8047,Sedan,Greenville
C_CND_018354,9/15/2023,Female,103124,Nebo Chevrolet,Honda,Accord,Overhead Camshaft,Manual,Black,43000,06457-3834,Sedan,Pasco
C_CND_018355,9/15/2023,Male,55643,New Castle Ford Lincoln Mercury,Plymouth,Prowler,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,60504-7114,Hatchback,Janesville
C_CND_018356,9/15/2023,Male,32097,Pars Auto Sales,Toyota,RAV4,DoubleÂ Overhead Camshaft,Auto,Black,28000,38701-8047,Hatchback,Scottsdale
C_CND_018357,9/15/2023,Male,110608,Pitre Buick-Pontiac-Gmc of Scottsdale,Chevrolet,Monte Carlo,Overhead Camshaft,Manual,Black,44000,99301-3882,Hatchback,Austin
C_CND_018358,9/15/2023,Female,147903,Progressive Shippers Cooperative Association No,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Black,31000,53546-9427,SUV,Middletown
C_CND_018359,9/15/2023,Male,117223,Rabun Used Car Sales,Lincoln,Navigator,DoubleÂ Overhead Camshaft,Auto,Black,19000,85257-3102,Sedan,Aurora
C_CND_018360,9/15/2023,Male,53581,Race Car Help,Nissan,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,26500,78758-7841,Hatchback,Greenville
C_CND_018361,9/16/2023,Male,97383,Motor Vehicle Branch Office,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,20001,78758-7841,SUV,Austin
C_CND_018362,9/16/2023,Male,148209,Rabun Used Car Sales,Mercedes-B,M-Class,Overhead Camshaft,Manual,Red,25000,85257-3102,SUV,Scottsdale
C_CND_018363,9/16/2023,Male,64547,New Castle Ford Lincoln Mercury,Volkswagen,GTI,Overhead Camshaft,Manual,Pale White,28001,60504-7114,SUV,Aurora
C_CND_018364,9/16/2023,Male,48387,Pars Auto Sales,Mercury,Grand Marquis,DoubleÂ Overhead Camshaft,Auto,Black,19001,38701-8047,SUV,Greenville
C_CND_018365,9/16/2023,Male,46115,Nebo Chevrolet,Mercedes-B,SLK230,Overhead Camshaft,Manual,Pale White,14001,06457-3834,Hatchback,Middletown
C_CND_018366,9/16/2023,Male,114315,New Castle Ford Lincoln Mercury,Nissan,Xterra,Overhead Camshaft,Manual,Red,31001,60504-7114,Passenger,Aurora
C_CND_018367,9/16/2023,Male,44932,Pars Auto Sales,Ford,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Red,29501,38701-8047,Passenger,Greenville
C_CND_018368,9/16/2023,Male,37080,Pitre Buick-Pontiac-Gmc of Scottsdale,Lexus,LS400,Overhead Camshaft,Manual,Red,25001,99301-3882,Sedan,Pasco
C_CND_018369,9/16/2023,Male,85475,Race Car Help,Volvo,S40,Overhead Camshaft,Manual,Black,36000,78758-7841,Sedan,Austin
C_CND_018370,9/16/2023,Female,77939,Ryder Truck Rental and Leasing,Nissan,Xterra,DoubleÂ Overhead Camshaft,Auto,Black,9250,06457-3834,Passenger,Middletown
C_CND_018371,9/16/2023,Male,61878,Saab-Belle Dodge,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33000,60504-7114,Hatchback,Aurora
C_CND_018372,9/16/2023,Male,30533,Scrivener Performance Engineering,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,26000,38701-8047,Sedan,Greenville
C_CND_018373,9/16/2023,Male,123481,Hatfield Volkswagen,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22500,99301-3882,Passenger,Pasco
C_CND_018374,9/16/2023,Male,85327,Tri-State Mack Inc,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,20300,85257-3102,SUV,Scottsdale
C_CND_018375,9/16/2023,Female,97688,McKinney Dodge Chrysler Jeep,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,14000,85257-3102,SUV,Scottsdale
C_CND_018376,9/16/2023,Male,53663,Motor Vehicle Branch Office,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Red,22500,78758-7841,Passenger,Austin
C_CND_018377,9/16/2023,Male,69769,Ryder Truck Rental and Leasing,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,69000,06457-3834,Passenger,Pasco
C_CND_018378,9/16/2023,Male,127658,Saab-Belle Dodge,Ford,Mustang,Overhead Camshaft,Manual,Black,22000,60504-7114,Hatchback,Janesville
C_CND_018379,9/16/2023,Female,138753,Scrivener Performance Engineering,Volvo,S80,Overhead Camshaft,Manual,Pale White,21000,38701-8047,Sedan,Scottsdale
C_CND_018380,9/16/2023,Male,137043,Star Enterprises Inc,Chrysler,Sebring Coupe,Overhead Camshaft,Manual,Red,21000,99301-3882,Sedan,Austin
C_CND_018381,9/17/2023,Male,138447,Pitre Buick-Pontiac-Gmc of Scottsdale,Oldsmobile,Intrigue,Overhead Camshaft,Manual,Red,37001,99301-3882,SUV,Pasco
C_CND_018382,9/17/2023,Male,54675,Progressive Shippers Cooperative Association No,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,21001,53546-9427,Hatchback,Janesville
C_CND_018383,9/17/2023,Male,49801,Race Car Help,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,78758-7841,SUV,Austin
C_CND_018384,9/17/2023,Male,30646,Race Car Help,Toyota,Avalon,DoubleÂ Overhead Camshaft,Auto,Pale White,18001,78758-7841,Sedan,Austin
C_CND_018385,9/17/2023,Female,56732,Ryder Truck Rental and Leasing,Volvo,S80,Overhead Camshaft,Manual,Pale White,21001,06457-3834,Sedan,Middletown
C_CND_018386,9/17/2023,Male,102222,Ryder Truck Rental and Leasing,Ford,Ranger,Overhead Camshaft,Manual,Black,18001,06457-3834,SUV,Middletown
C_CND_018387,9/17/2023,Female,101175,Scrivener Performance Engineering,Mercedes-B,S-Class,Overhead Camshaft,Manual,Black,85001,38701-8047,SUV,Greenville
C_CND_018388,9/17/2023,Male,144751,Rabun Used Car Sales,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,57000,85257-3102,SUV,Scottsdale
C_CND_018389,9/17/2023,Male,133182,Suburban Ford,Dodge,Durango,Overhead Camshaft,Manual,Pale White,27001,53546-9427,SUV,Janesville
C_CND_018390,9/17/2023,Male,78358,Race Car Help,Porsche,Carrera Coupe,Overhead Camshaft,Manual,Black,16800,78758-7841,SUV,Austin
C_CND_018391,9/17/2023,Female,55564,U-Haul CO,Toyota,Corolla,Overhead Camshaft,Manual,Pale White,22001,78758-7841,Passenger,Austin
C_CND_018392,9/17/2023,Male,113578,Ryder Truck Rental and Leasing,Honda,Passport,Overhead Camshaft,Manual,Pale White,13000,06457-3834,SUV,Middletown
C_CND_018393,9/17/2023,Male,35817,Saab-Belle Dodge,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Black,16000,60504-7114,SUV,Aurora
C_CND_018394,9/17/2023,Male,97519,Race Car Help,Volvo,S40,Overhead Camshaft,Manual,Red,17001,78758-7841,Sedan,Austin
C_CND_018395,9/17/2023,Male,57385,Progressive Shippers Cooperative Association No,Mercedes-B,CL500,Overhead Camshaft,Manual,Red,29001,53546-9427,SUV,Janesville
C_CND_018396,9/17/2023,Male,127191,Rabun Used Car Sales,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Black,12701,85257-3102,Hatchback,Scottsdale
C_CND_018397,9/17/2023,Male,95177,Race Car Help,Chevrolet,Prizm,Overhead Camshaft,Manual,Red,22000,78758-7841,SUV,Greenville
C_CND_018398,9/17/2023,Male,120142,Ryder Truck Rental and Leasing,Mitsubishi,Diamante,Overhead Camshaft,Manual,Red,19000,06457-3834,Hatchback,Middletown
C_CND_018399,9/17/2023,Male,138911,Saab-Belle Dodge,Pontiac,Bonneville,DoubleÂ Overhead Camshaft,Auto,Red,19000,60504-7114,Hatchback,Aurora
C_CND_018400,9/17/2023,Male,136530,Scrivener Performance Engineering,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,38701-8047,Hatchback,Greenville
C_CND_018401,9/17/2023,Male,46253,Star Enterprises Inc,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,20000,99301-3882,Hatchback,Pasco
C_CND_018402,9/17/2023,Male,79743,Tri-State Mack Inc,Cadillac,Seville,Overhead Camshaft,Manual,Black,44000,85257-3102,SUV,Aurora
C_CND_018403,9/17/2023,Male,137697,Tri-State Mack Inc,Acura,RL,Overhead Camshaft,Manual,Red,17000,85257-3102,SUV,Scottsdale
C_CND_018404,9/17/2023,Male,45086,U-Haul CO,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Black,26000,78758-7841,Hatchback,Austin
C_CND_018405,9/17/2023,Male,99052,Progressive Shippers Cooperative Association No,Lincoln,Continental,Overhead Camshaft,Manual,Black,18500,53546-9427,Passenger,Janesville
C_CND_018406,9/17/2023,Male,51842,Rabun Used Car Sales,Nissan,Xterra,DoubleÂ Overhead Camshaft,Auto,Black,9000,85257-3102,Passenger,Scottsdale
C_CND_018407,9/17/2023,Male,142435,U-Haul CO,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,57000,78758-7841,SUV,Greenville
C_CND_018408,9/17/2023,Male,142644,Ryder Truck Rental and Leasing,Ford,F-Series,Overhead Camshaft,Manual,Red,13000,06457-3834,Passenger,Middletown
C_CND_018409,9/17/2023,Female,98576,Star Enterprises Inc,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Red,39000,99301-3882,Passenger,Pasco
C_CND_018410,9/17/2023,Male,119879,C & M Motors Inc,Chrysler,Concorde,Overhead Camshaft,Manual,Black,18000,60504-7114,SUV,Middletown
C_CND_018411,9/17/2023,Female,46837,Tri-State Mack Inc,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Black,23000,85257-3102,Hatchback,Scottsdale
C_CND_018412,9/17/2023,Male,77400,U-Haul CO,Volvo,C70,DoubleÂ Overhead Camshaft,Auto,Black,18000,78758-7841,Hatchback,Austin
C_CND_018413,9/17/2023,Female,72778,Progressive Shippers Cooperative Association No,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,15500,53546-9427,Sedan,Janesville
C_CND_018414,9/17/2023,Male,97917,Rabun Used Car Sales,Saturn,LW,Overhead Camshaft,Manual,Pale White,13000,85257-3102,Hatchback,Scottsdale
C_CND_018415,9/17/2023,Male,43639,Progressive Shippers Cooperative Association No,Dodge,Stratus,DoubleÂ Overhead Camshaft,Auto,Red,31000,53546-9427,Hatchback,Janesville
C_CND_018416,9/17/2023,Female,36408,Capitol KIA,Saturn,SC,DoubleÂ Overhead Camshaft,Auto,Black,33000,38701-8047,SUV,Aurora
C_CND_018417,9/17/2023,Male,89575,Classic Chevy,Mercury,Mountaineer,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,85257-3102,SUV,Greenville
C_CND_018418,9/17/2023,Female,139189,Ryder Truck Rental and Leasing,Lincoln,Continental,Overhead Camshaft,Manual,Pale White,20000,06457-3834,Passenger,Middletown
C_CND_018419,9/17/2023,Male,116423,Saab-Belle Dodge,Toyota,4Runner,DoubleÂ Overhead Camshaft,Auto,Red,35000,60504-7114,Sedan,Aurora
C_CND_018420,9/17/2023,Male,62173,Scrivener Performance Engineering,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Black,9000,38701-8047,Hatchback,Greenville
C_CND_018421,9/17/2023,Male,39074,C & M Motors Inc,Chrysler,Concorde,Overhead Camshaft,Manual,Black,18000,60504-7114,SUV,Scottsdale
C_CND_018422,9/17/2023,Female,131145,Suburban Ford,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,26000,53546-9427,Sedan,Janesville
C_CND_018423,9/17/2023,Male,44311,Nebo Chevrolet,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,22000,06457-3834,Hatchback,Middletown
C_CND_018424,9/17/2023,Female,87859,New Castle Ford Lincoln Mercury,Volvo,C70,Overhead Camshaft,Manual,Pale White,24000,60504-7114,Hatchback,Aurora
C_CND_018425,9/17/2023,Male,82344,Pars Auto Sales,Honda,Accord,Overhead Camshaft,Manual,Black,43000,38701-8047,Sedan,Greenville
C_CND_018426,9/17/2023,Male,115534,Pitre Buick-Pontiac-Gmc of Scottsdale,Plymouth,Neon,Overhead Camshaft,Manual,Pale White,22501,99301-3882,SUV,Pasco
C_CND_018427,9/17/2023,Male,95005,Progressive Shippers Cooperative Association No,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Pale White,21001,53546-9427,Hatchback,Janesville
C_CND_018428,9/17/2023,Male,146570,Rabun Used Car Sales,Toyota,4Runner,Overhead Camshaft,Manual,Black,25001,85257-3102,Sedan,Scottsdale
C_CND_018429,9/17/2023,Female,146311,Race Car Help,Mercedes-B,S-Class,Overhead Camshaft,Manual,Black,85001,78758-7841,SUV,Austin
C_CND_018430,9/17/2023,Male,92106,Ryder Truck Rental and Leasing,Mitsubishi,3000GT,Overhead Camshaft,Manual,Pale White,21001,06457-3834,Sedan,Middletown
C_CND_018431,9/17/2023,Male,126642,Saab-Belle Dodge,Volkswagen,GTI,DoubleÂ Overhead Camshaft,Auto,Red,25001,60504-7114,SUV,Aurora
C_CND_018432,9/17/2023,Male,146345,Scrivener Performance Engineering,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Red,21001,38701-8047,Hatchback,Greenville
C_CND_018433,9/17/2023,Male,59414,Star Enterprises Inc,Ford,Contour,DoubleÂ Overhead Camshaft,Auto,Pale White,62001,99301-3882,Sedan,Pasco
C_CND_018434,9/17/2023,Female,131936,Suburban Ford,Mitsubishi,Galant,DoubleÂ Overhead Camshaft,Auto,Pale White,36001,53546-9427,Passenger,Janesville
C_CND_018435,9/17/2023,Female,67104,Tri-State Mack Inc,Ford,Crown Victoria,Overhead Camshaft,Manual,Pale White,20001,85257-3102,Passenger,Scottsdale
C_CND_018436,9/17/2023,Female,90294,U-Haul CO,Nissan,Frontier,Overhead Camshaft,Manual,Black,53301,78758-7841,Hatchback,Austin
C_CND_018437,9/17/2023,Male,37830,U-Haul CO,Plymouth,Breeze,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,78758-7841,SUV,Austin
C_CND_018438,9/17/2023,Female,146427,Tri-State Mack Inc,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,17000,85257-3102,Hatchback,Aurora
C_CND_018439,9/17/2023,Male,121343,U-Haul CO,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60000,78758-7841,Sedan,Greenville
C_CND_018440,9/17/2023,Male,85157,Progressive Shippers Cooperative Association No,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Pale White,27880,53546-9427,SUV,Pasco
C_CND_018441,9/17/2023,Male,85425,Rabun Used Car Sales,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,85257-3102,Sedan,Janesville
C_CND_018442,9/17/2023,Male,104808,Race Car Help,Cadillac,Eldorado,Overhead Camshaft,Manual,Black,29000,78758-7841,Passenger,Scottsdale
C_CND_018443,9/17/2023,Male,57928,Ryder Truck Rental and Leasing,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Black,22000,06457-3834,Passenger,Austin
C_CND_018444,9/17/2023,Male,147769,Saab-Belle Dodge,Dodge,Stratus,Overhead Camshaft,Manual,Red,37000,60504-7114,Hatchback,Middletown
C_CND_018445,9/17/2023,Male,64170,Scrivener Performance Engineering,Hyundai,Sonata,Overhead Camshaft,Manual,Pale White,13000,38701-8047,SUV,Aurora
C_CND_018446,9/17/2023,Male,47597,Star Enterprises Inc,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Black,24000,99301-3882,SUV,Greenville
C_CND_018447,9/17/2023,Female,114373,Suburban Ford,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,9000,53546-9427,Hatchback,Pasco
C_CND_018448,9/17/2023,Male,134099,Capitol KIA,Ford,Focus,Overhead Camshaft,Manual,Red,17001,38701-8047,SUV,Greenville
C_CND_018449,9/17/2023,Male,52519,U-Haul CO,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,19500,78758-7841,Passenger,Scottsdale
C_CND_018450,9/17/2023,Male,129351,Buddy Storbeck's Diesel Service Inc,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,12001,06457-3834,Hatchback,Austin
C_CND_018451,9/18/2023,Male,35705,Ryder Truck Rental and Leasing,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Red,41201,06457-3834,Sedan,Middletown
C_CND_018452,9/18/2023,Male,135511,Saab-Belle Dodge,Porsche,Carrera Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,32001,60504-7114,Passenger,Aurora
C_CND_018453,9/18/2023,Male,147474,Ryder Truck Rental and Leasing,Porsche,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Red,22000,06457-3834,SUV,Middletown
C_CND_018454,9/18/2023,Male,117207,Star Enterprises Inc,Plymouth,Neon,Overhead Camshaft,Manual,Black,29001,99301-3882,SUV,Pasco
C_CND_018455,9/18/2023,Male,87121,Scrivener Performance Engineering,Dodge,Ram Pickup,Overhead Camshaft,Manual,Black,19000,38701-8047,SUV,Greenville
C_CND_018456,9/18/2023,Male,102301,Tri-State Mack Inc,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,27001,85257-3102,Sedan,Scottsdale
C_CND_018457,9/18/2023,Male,112607,U-Haul CO,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,42001,78758-7841,Passenger,Austin
C_CND_018458,9/18/2023,Male,131966,Buddy Storbeck's Diesel Service Inc,Porsche,Carrera Coupe,Overhead Camshaft,Manual,Black,16000,06457-3834,SUV,Middletown
C_CND_018459,9/18/2023,Female,112859,C & M Motors Inc,Jeep,Wrangler,Overhead Camshaft,Manual,Red,13001,60504-7114,Hatchback,Aurora
C_CND_018460,9/18/2023,Male,66640,Capitol KIA,BMW,328i,DoubleÂ Overhead Camshaft,Auto,Black,18001,38701-8047,Sedan,Greenville
C_CND_018461,9/18/2023,Female,103840,Chrysler of Tri-Cities,Ford,Mustang,DoubleÂ Overhead Camshaft,Auto,Pale White,22001,99301-3882,Hatchback,Pasco
C_CND_018462,9/18/2023,Female,47154,Chrysler Plymouth,Mercedes-B,E-Class,DoubleÂ Overhead Camshaft,Auto,Red,15001,53546-9427,Sedan,Janesville
C_CND_018463,9/18/2023,Male,146030,Classic Chevy,Chrysler,Town & Country,DoubleÂ Overhead Camshaft,Auto,Pale White,42001,85257-3102,Sedan,Scottsdale
C_CND_018464,9/18/2023,Male,80824,Clay Johnson Auto Sales,Volvo,C70,Overhead Camshaft,Manual,Pale White,24001,78758-7841,Hatchback,Austin
C_CND_018465,9/18/2023,Male,137684,Enterprise Rent A Car,Lexus,GS300,Overhead Camshaft,Manual,Black,51001,60504-7114,Passenger,Aurora
C_CND_018466,9/18/2023,Male,139625,Saab-Belle Dodge,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Red,21000,60504-7114,SUV,Aurora
C_CND_018467,9/18/2023,Male,88969,Scrivener Performance Engineering,Honda,Accord,Overhead Camshaft,Manual,Red,14600,38701-8047,Sedan,Greenville
C_CND_018468,9/18/2023,Male,148957,Star Enterprises Inc,BMW,328i,DoubleÂ Overhead Camshaft,Auto,Black,18000,99301-3882,Sedan,Pasco
C_CND_018469,9/18/2023,Male,127316,Suburban Ford,Volkswagen,Cabrio,DoubleÂ Overhead Camshaft,Auto,Black,16000,53546-9427,Sedan,Janesville
C_CND_018470,9/18/2023,Male,84871,Tri-State Mack Inc,Pontiac,Sunfire,DoubleÂ Overhead Camshaft,Auto,Black,18000,85257-3102,Sedan,Scottsdale
C_CND_018471,9/18/2023,Male,92127,U-Haul CO,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,15000,78758-7841,Sedan,Austin
C_CND_018472,9/18/2023,Male,51585,Buddy Storbeck's Diesel Service Inc,Volkswagen,GTI,DoubleÂ Overhead Camshaft,Auto,Red,25600,06457-3834,SUV,Middletown
C_CND_018473,9/18/2023,Male,94193,C & M Motors Inc,Plymouth,Prowler,Overhead Camshaft,Manual,Pale White,16000,60504-7114,Hatchback,Aurora
C_CND_018474,9/18/2023,Male,71925,Progressive Shippers Cooperative Association No,Ford,Focus,Overhead Camshaft,Manual,Black,49000,53546-9427,SUV,Pasco
